ID,Title,Author,GameStyle,Difficulty,ClearRate,Stars,PlayersPlayed,Clears,RoundsPlayed,Flag,Tag,Link
EB4E-0000-03B9-2A51,Warpuppy,ev_precise,sb,Expert,1.72%,14,22,12,699,US,---,https://supermariomakerbookmark.nintendo.net/courses/EB4E-0000-03B9-2A51
F59C-0000-03E8-DFB4,美空ひばり 【川の流れのように】♪　　約1.25倍速,サラマン,sb,Easy,93.18%,30,43,41,44,JP,---,https://supermariomakerbookmark.nintendo.net/courses/F59C-0000-03E8-DFB4
4C7A-0000-03E3-C45A,Lansa,Bad Katz,sb,Super Expert,0.29%,23,44,13,4516,DE,Thumbnail,https://supermariomakerbookmark.nintendo.net/courses/4C7A-0000-03E3-C45A
CCA3-0000-03EC-3ACB,♪TRICK ATTACK~Tomoyoung version~,ともやん(れいやん),sb,Easy,96.72%,80,120,118,122,JP,---,https://supermariomakerbookmark.nintendo.net/courses/CCA3-0000-03EC-3ACB
16AD-0000-03E8-A3B9,みっちゃん式♥ショート♥　ピンクコイン取りあるある ver.1回,みっちゃん2,sb,Super Expert,0.98%,16,24,5,511,JP,---,https://supermariomakerbookmark.nintendo.net/courses/16AD-0000-03E8-A3B9
0AF7-0000-03E3-B7C3,MARIO are you OK?-100,ALEX,sb,Normal,16.67%,25,37,25,150,IT,---,https://supermariomakerbookmark.nintendo.net/courses/0AF7-0000-03E3-B7C3
3205-0000-03DF-8373,【 Неделька 】♪,サラマン,sb,Easy,89.19%,25,36,33,37,JP,---,https://supermariomakerbookmark.nintendo.net/courses/3205-0000-03DF-8373
33BC-0000-03DE-68C2,Hail♥,[ks]Hail,sb,Expert,1.37%,25,45,23,1683,SE,---,https://supermariomakerbookmark.nintendo.net/courses/33BC-0000-03DE-68C2
0EC0-0000-03EC-1C74,期間限定　　　2015年【のりs】コ－ス　(初代ｽｷﾝver.),サラマン,sb,Super Expert,1.27%,9,13,2,157,JP,---,https://supermariomakerbookmark.nintendo.net/courses/0EC0-0000-03EC-1C74
CD7B-0000-03E9-67EC,Uno más: Jumping on air,BongJuan,sb,Normal,10.53%,9,20,14,133,AU,---,https://supermariomakerbookmark.nintendo.net/courses/CD7B-0000-03E9-67EC
3A32-0000-03DD-0D8F,Pokemon Silver: ♪Azalea Town♪,Gradient,sb,Expert,3.50%,9,14,7,200,CA,---,https://supermariomakerbookmark.nintendo.net/courses/3A32-0000-03DD-0D8F
676B-0000-03DD-D8BD,short precision 5,mr j,sb,Expert,0.97%,29,58,20,2056,US,---,https://supermariomakerbookmark.nintendo.net/courses/676B-0000-03DD-D8BD
4C97-0000-03B3-1897,引っ掛かり王子,LMN*えっくしゅ#,sb,Easy,19.18%,29,46,28,146,JP,---,https://supermariomakerbookmark.nintendo.net/courses/4C97-0000-03B3-1897
AA7B-0000-03E9-DAC2,The Cavern,Colo(u)r,sb,Super Expert,0.23%,20,37,6,2640,US,---,https://supermariomakerbookmark.nintendo.net/courses/AA7B-0000-03E9-DAC2
BDB2-0000-03E8-EA76,Here comes Random Guy!,Avry,sb,Easy,34.04%,50,73,32,94,US,---,https://supermariomakerbookmark.nintendo.net/courses/BDB2-0000-03E8-EA76
336B-0000-03EB-EB90,stunseed gave me this idea,chess_w_c,sb,Normal,23.58%,13,30,25,106,US,---,https://supermariomakerbookmark.nintendo.net/courses/336B-0000-03EB-EB90
41B2-0000-03EB-64D2,11年前、現youtuber YASUが百機死にした現場,カニパン,sb,Normal,16.28%,15,22,14,86,JP,Remix,https://supermariomakerbookmark.nintendo.net/courses/41B2-0000-03EB-64D2
5A5F-0000-03E5-7134,これからどんな壁に当たっても登りきれ！ ～令和～,Nova/ムロタモ,sb,Expert,3.58%,15,23,11,307,JP,---,https://supermariomakerbookmark.nintendo.net/courses/5A5F-0000-03E5-7134
0720-0000-03BF-0D1E,すももちゃんねる,ムーンサイドからの,sb,Expert,1.16%,15,24,4,346,JP,---,https://supermariomakerbookmark.nintendo.net/courses/0720-0000-03BF-0D1E
0A6D-0000-03EA-B0BA,[MK8] My GamerL Cave for Gamer L,3DJerome3D,sb,Expert,8.41%,17,26,9,107,DE,---,https://supermariomakerbookmark.nintendo.net/courses/0A6D-0000-03EA-B0BA
9356-0000-03DE-1D22,なぁとさんへ,TJP　たまご,sb,Super Expert,1.25%,19,38,15,1196,JP,---,https://supermariomakerbookmark.nintendo.net/courses/9356-0000-03DE-1D22
63C1-0000-03E3-9E8D,LILY,あかがみ,sb,Super Expert,0.45%,21,32,6,1336,JP,---,https://supermariomakerbookmark.nintendo.net/courses/63C1-0000-03E3-9E8D
8766-0000-03E2-90DF,Luigi Bros,lukas,sb,Easy,40.00%,21,32,24,60,DE,---,https://supermariomakerbookmark.nintendo.net/courses/8766-0000-03E2-90DF
705A-0000-03BB-C5C9,チカ,なおしゃん,sb,Expert,2.34%,42,65,10,427,JP,---,https://supermariomakerbookmark.nintendo.net/courses/705A-0000-03BB-C5C9
5242-0000-03D4-4960,Ｓ　ｈ　ｏ　ｅ　ｓ ！　　　　　　　　　　　　　　　[ 靴！ ],まま,sb,Normal,11.08%,56,91,47,424,JP,---,https://supermariomakerbookmark.nintendo.net/courses/5242-0000-03D4-4960
F167-0000-03DD-4C5B,Piranha Plant Pipeway #FCR,Phoenix,sb,Super Expert,0.43%,53,91,13,2992,IE,Theme,https://supermariomakerbookmark.nintendo.net/courses/F167-0000-03DD-4C5B
8AEF-0000-03EC-9C10,Bowser Shakes His Hot Stuff,Farticus,sb,Expert,9.29%,14,22,13,140,GB,---,https://supermariomakerbookmark.nintendo.net/courses/8AEF-0000-03EC-9C10
D137-0000-03EC-2FE7,BAD KATZ,Colo(u)r,sb,Expert,0.33%,8,16,2,603,US,---,https://supermariomakerbookmark.nintendo.net/courses/D137-0000-03EC-2FE7
D87A-0000-03EC-000B,こういうコースを上級者試験にしてる奴「甘いね～,Zoneβ_はる♪♪,sb,Expert,1.50%,10,21,8,534,JP,---,https://supermariomakerbookmark.nintendo.net/courses/D87A-0000-03EC-000B
250E-0000-03EB-E037,● expert beach tubing ●,Bingo,sb,Super Expert,0.15%,8,13,1,646,CA,---,https://supermariomakerbookmark.nintendo.net/courses/250E-0000-03EB-E037
E9AA-0000-03EB-D4EC,Last Level♡Thank you♡My Family,SR|Sumire,sb,Expert,5.69%,16,27,16,281,JP,---,https://supermariomakerbookmark.nintendo.net/courses/E9AA-0000-03EB-D4EC
78AB-0000-03EA-635D,mario tennis,luke,sb,Easy,52.17%,8,13,12,23,AU,---,https://supermariomakerbookmark.nintendo.net/courses/78AB-0000-03EA-635D
5C8C-0000-03E8-8258,The Essence of RNG,pringle,sb,Super Expert,0.00%,8,24,1,46125,US,---,https://supermariomakerbookmark.nintendo.net/courses/5C8C-0000-03E8-8258
E3F9-0000-03E7-9045,Trump Training!,GabeGoalss,sb,Expert,3.54%,8,12,8,226,US,---,https://supermariomakerbookmark.nintendo.net/courses/E3F9-0000-03E7-9045
15A3-0000-03E6-8613,♪アイデア,GU,sb,Easy,86.67%,8,14,13,15,JP,---,https://supermariomakerbookmark.nintendo.net/courses/15A3-0000-03E6-8613
01B1-0000-03E5-A9A8,thank-you for 102 stars!!!!!!!!!,Taylor,sb,Easy,93.33%,8,14,14,15,US,---,https://supermariomakerbookmark.nintendo.net/courses/01B1-0000-03E5-A9A8
0EAF-0000-03E5-0CEC,Mario - short &amp; stout,Danjimaru,sb,Super Expert,1.11%,16,26,8,721,CH,---,https://supermariomakerbookmark.nintendo.net/courses/0EAF-0000-03E5-0CEC
FA2E-0000-03EC-D35A,Sweet Snowy Slopes of SMM2,Riondrius,sb3,Normal,38.10%,14,18,16,42,US,---,https://supermariomakerbookmark.nintendo.net/courses/FA2E-0000-03EC-D35A
17D3-0000-03EC-3ABA,lil&#39; precish lvl 4 stiffbizkit,chess_w_c,sb3,Super Expert,0.92%,13,21,10,1090,US,---,https://supermariomakerbookmark.nintendo.net/courses/17D3-0000-03EC-3ABA
5905-0000-03E1-259E,Spring Jump Kaizo Practice,dev,sb3,Easy,92.86%,17,27,26,28,US,---,https://supermariomakerbookmark.nintendo.net/courses/5905-0000-03E1-259E
4339-0000-03EC-D4AF,Now I Gotta Wet &#39;Cha,wilsonpenn,sb3,Expert,4.30%,24,31,29,674,US,Theme,https://supermariomakerbookmark.nintendo.net/courses/4339-0000-03EC-D4AF
C16B-0000-03E9-CC91,Munch &#39;N&#39; Bloop For Billy !,Dean,sb3,Expert,2.09%,31,39,12,575,DE,---,https://supermariomakerbookmark.nintendo.net/courses/C16B-0000-03E9-CC91
A68C-0000-03E7-8851,bonjour les Amis bienvenue,◆C☆T◆,sb3,Easy,51.61%,16,21,16,31,FR,---,https://supermariomakerbookmark.nintendo.net/courses/A68C-0000-03E7-8851
BB8B-0000-03E4-EAAA,le groupe pour Amis JAPON,le groupe,sb3,Normal,28.37%,38,63,40,141,FR,---,https://supermariomakerbookmark.nintendo.net/courses/BB8B-0000-03E4-EAAA
A39D-0000-03E8-3565,Latios Speedrun,Grixi,sb3,Super Expert,0.49%,9,14,5,1017,SE,---,https://supermariomakerbookmark.nintendo.net/courses/A39D-0000-03E8-3565
D8BB-0000-03EC-D02A,Los pensamientos de Sofia,Mike71,sb3,Normal,11.02%,11,19,13,118,ES,---,https://supermariomakerbookmark.nintendo.net/courses/D8BB-0000-03EC-D02A
6AD9-0000-03EB-1835,ハナチャンdeプニプニチャレンジ！！！,クッキー★アイランド,sb3,Super Expert,2.36%,24,33,5,212,JP,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/6AD9-0000-03EB-1835
8483-0000-03EA-163E,la estrella in spanish,Sarah†,sb3,Easy,71.43%,8,11,10,14,US,---,https://supermariomakerbookmark.nintendo.net/courses/8483-0000-03EA-163E
7508-0000-03E7-78AF,A level made for : Julez,Hatepool,sb3,Super Expert,0.19%,8,11,2,1050,CA,---,https://supermariomakerbookmark.nintendo.net/courses/7508-0000-03E7-78AF
4132-0000-03E8-68A6,[2YDG] Meteor Hail,Lini,sb3,Expert,2.21%,56,111,75,3401,DE,---,https://supermariomakerbookmark.nintendo.net/courses/4132-0000-03E8-68A6
4437-0000-03EC-194E,Precarious Platforming,Aldwulf,sb3,Super Expert,0.55%,7,17,7,1268,US,---,https://supermariomakerbookmark.nintendo.net/courses/4437-0000-03EC-194E
611C-0000-03EB-98FC,Battletoads Level 6 Remake 4.0,TheJDSlife,sb3,Super Expert,0.83%,7,10,3,361,GB,---,https://supermariomakerbookmark.nintendo.net/courses/611C-0000-03EB-98FC
85B5-0000-03E7-5210,2YDG DansGame,CRFraud,sb3,Super Expert,0.57%,28,44,11,1939,US,---,https://supermariomakerbookmark.nintendo.net/courses/85B5-0000-03E7-5210
D48F-0000-03C5-7EC2,It&#39;s going down!,OGwold,sb3,Easy,33.33%,7,11,5,15,NO,---,https://supermariomakerbookmark.nintendo.net/courses/D48F-0000-03C5-7EC2
9A63-0000-03EB-DFCE,corre mario corre,miguelgs92,sb3,Expert,1.08%,9,22,10,925,PE,---,https://supermariomakerbookmark.nintendo.net/courses/9A63-0000-03EB-DFCE
554C-0000-03E4-E887,Testicular Discomfort,Groove,sb3,Expert,3.15%,9,17,4,127,CA,---,https://supermariomakerbookmark.nintendo.net/courses/554C-0000-03E4-E887
F40C-0000-03EC-D13C,Brown Ones (Part II),Happytime,sb3,Expert,2.96%,42,66,47,1590,CA,Theme,https://supermariomakerbookmark.nintendo.net/courses/F40C-0000-03EC-D13C
A372-0000-03E7-44E0,SMB3 Short challenge,Kartoka,sb3,Expert,4.03%,11,20,12,298,DE,---,https://supermariomakerbookmark.nintendo.net/courses/A372-0000-03E7-44E0
E640-0000-03E7-ADD3,[KB2] The Powerhouse of the Cell,Buckaroo,sb3,Expert,2.35%,46,90,53,2255,US,---,https://supermariomakerbookmark.nintendo.net/courses/E640-0000-03E7-ADD3
C70B-0000-03EB-699C,Castle of the Legendary Stars,HawkanGirl,sb3,Expert,9.36%,13,19,16,171,DE,---,https://supermariomakerbookmark.nintendo.net/courses/C70B-0000-03EB-699C
2D30-0000-03DD-D4AF,especial 300 estrellas,OMAR(OE)mv,sb3,Expert,9.26%,15,31,25,270,MX,---,https://supermariomakerbookmark.nintendo.net/courses/2D30-0000-03DD-D4AF
A9B3-0000-03EB-ACCE,Roadrunner VS Wile E Coyote Race,Lucifer™,sb3,Expert,3.31%,32,47,28,847,US,---,https://supermariomakerbookmark.nintendo.net/courses/A9B3-0000-03EB-ACCE
4498-0000-03C0-AFFF,♪You&#39;re A Pinball Wizard♪,swivvvv,sb3,Easy,20.34%,32,47,12,59,US,Shoot-&#39;em-up,https://supermariomakerbookmark.nintendo.net/courses/4498-0000-03C0-AFFF
D7D0-0000-03EC-0716,♡♥♡SPEEDORAN4♡♥♡,S.Pluto,sb3,Expert,2.14%,17,28,6,280,FR,---,https://supermariomakerbookmark.nintendo.net/courses/D7D0-0000-03EC-0716
B140-0000-03DE-872C,A TFF Level w/a Midair ...Kappa,Ty,sb3,Super Expert,0.29%,34,63,17,5895,US,---,https://supermariomakerbookmark.nintendo.net/courses/B140-0000-03DE-872C
DACA-0000-03E7-0302,Don&#39;t Get Caught Slippin&#39;,Boh!!,sb3,Expert,5.94%,42,69,23,387,US,---,https://supermariomakerbookmark.nintendo.net/courses/DACA-0000-03E7-0302
3F0B-0000-03EB-F1E8,The new scariest Animatronic IMB,♪★Luna★♪,sb3,Easy,78.38%,16,30,29,37,US,---,https://supermariomakerbookmark.nintendo.net/courses/3F0B-0000-03EB-F1E8
D292-0000-03EA-7355,Oof,WutFace,sb3,Expert,1.82%,14,27,17,933,FI,---,https://supermariomakerbookmark.nintendo.net/courses/D292-0000-03EA-7355
A9D4-0000-03E8-A384,Brown block kaizo♥,Km-time,sb3,Super Expert,1.47%,8,12,4,272,NL,---,https://supermariomakerbookmark.nintendo.net/courses/A9D4-0000-03E8-A384
51DC-0000-03E6-AAAD,jbizzle bosh you da besht bosh,chess_w_c,sb3,Expert,3.38%,10,39,28,829,US,---,https://supermariomakerbookmark.nintendo.net/courses/51DC-0000-03E6-AAAD
4CA9-0000-03DE-FD49,100 Mario Challenge -CAN&#39;T SKIP-,Bullet,sb3,Easy,23.81%,24,37,10,42,US,---,https://supermariomakerbookmark.nintendo.net/courses/4CA9-0000-03DE-FD49
BD4A-0000-03DE-42F6,INVISIBLE WITH NEEDLE,MKS/イメてん,sb3,Super Expert,0.96%,8,12,2,208,JP,---,https://supermariomakerbookmark.nintendo.net/courses/BD4A-0000-03DE-42F6
A479-0000-03C5-0E50,a lil&#39; icy precish for ya,chess_w_c,sb3,Expert,1.93%,22,39,18,935,US,---,https://supermariomakerbookmark.nintendo.net/courses/A479-0000-03C5-0E50
63E0-0000-03E5-45CA,しっぽで花を運ぼう。,あき,sb3,Normal,6.96%,19,30,11,158,JP,---,https://supermariomakerbookmark.nintendo.net/courses/63E0-0000-03E5-45CA
497F-0000-03E8-A095,I hope you like shelljumps JPK,thomas,sb3,Expert,0.65%,15,36,8,1232,NL,---,https://supermariomakerbookmark.nintendo.net/courses/497F-0000-03E8-A095
22C1-0000-03E9-82A2,Mario&#39;s Goofy Speed Walk,Bockman,sb3,Easy,41.33%,56,93,81,196,US,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/22C1-0000-03E9-82A2
86F9-0000-03CE-5D3F,can LemiLy   O O F any harder,pacmanboss,sb3,Expert,0.80%,13,24,7,872,US,---,https://supermariomakerbookmark.nintendo.net/courses/86F9-0000-03CE-5D3F
3C75-0000-03E8-973F,Mating Chess: The Queen&#39;s Gambit,Colo(u)r,sb3,Super Expert,0.12%,11,33,3,2512,US,---,https://supermariomakerbookmark.nintendo.net/courses/3C75-0000-03E8-973F
F2C6-0000-03D8-70EA,Catch the Bus,VickyPat,sb3,Expert,5.29%,49,79,48,907,US,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/F2C6-0000-03D8-70EA
2A0A-0000-03EA-3F14,Flowers Galaxy,MariaL,sb3,Expert,4.54%,54,86,23,507,IT,---,https://supermariomakerbookmark.nintendo.net/courses/2A0A-0000-03EA-3F14
318B-0000-03D2-9FC9,égalité,nathan,sb3,Normal,6.35%,27,45,19,299,BE,---,https://supermariomakerbookmark.nintendo.net/courses/318B-0000-03D2-9FC9
5E20-0000-03D0-19A0,12IC Round 79 Muncher MadnessTwo,TommyCM08,sb3,Expert,3.47%,23,37,9,259,US,Traditional,https://supermariomakerbookmark.nintendo.net/courses/5E20-0000-03D0-19A0
17CB-0000-03EC-21F1,Bob-ombs&#39; Cave ~ばくれつ！ボムへいたちの洞窟~,シャチ/Shachi,sb3,Normal,15.19%,63,101,43,283,JP,---,https://supermariomakerbookmark.nintendo.net/courses/17CB-0000-03EC-21F1
15E9-0000-03E7-A4E6,A Voyage of Dimensions,Sprocket,sb3,Expert,3.70%,7,11,5,135,US,---,https://supermariomakerbookmark.nintendo.net/courses/15E9-0000-03E7-A4E6
9BE0-0000-03E9-CDF8,Easy&#39;s Gina Is By Rammstein!,GTRP_Easy,sb3,Normal,21.18%,19,30,18,85,DE,---,https://supermariomakerbookmark.nintendo.net/courses/9BE0-0000-03E9-CDF8
0B44-0000-03E3-9A99,MTF KALUZA,YTMS4 PvP,sb3,Super Expert,0.68%,19,30,2,292,DE,---,https://supermariomakerbookmark.nintendo.net/courses/0B44-0000-03E3-9A99
D296-0000-03EA-958B,Super Mario Basic&#39;s 2 !,Newt82 ★2★,sb3,Easy,32.56%,12,20,14,43,US,---,https://supermariomakerbookmark.nintendo.net/courses/D296-0000-03EA-958B
7083-0000-03E7-904D,#249 Lugia,Silver,sb3,Super Expert,0.24%,10,18,4,1702,DE,---,https://supermariomakerbookmark.nintendo.net/courses/7083-0000-03E7-904D
A4F3-0000-03E4-9870,Black Mage casts ●Track of Rage!,Lucifer™,sb3,Expert,2.96%,48,79,46,1555,US,---,https://supermariomakerbookmark.nintendo.net/courses/A4F3-0000-03E4-9870
0175-0000-03BD-659A,Fire Flower Tube/Pipe Entry Tech,Paul,sb3,Easy,28.85%,38,66,30,104,US,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/0175-0000-03BD-659A
D7E7-0000-03CD-1C50,♪Merry Cristmas♪ #TeamMaker,A3☆Веnjα™,sb3,Easy,94.06%,41,95,95,101,CL,---,https://supermariomakerbookmark.nintendo.net/courses/D7E7-0000-03CD-1C50
1068-0000-03E8-B94E,Es solo un mid air,bambito,sb3,Expert,4.84%,13,34,22,455,MX,---,https://supermariomakerbookmark.nintendo.net/courses/1068-0000-03E8-B94E
2C51-0000-03DA-7423,Mario underworld nice challenge!,Myra86,sb3,Expert,2.67%,13,24,6,225,CA,---,https://supermariomakerbookmark.nintendo.net/courses/2C51-0000-03DA-7423
D9BC-0000-03D1-AE32,Catch the Star (50 Star Special),Markymarc,sb3,Expert,8.54%,34,55,24,281,US,---,https://supermariomakerbookmark.nintendo.net/courses/D9BC-0000-03D1-AE32
492F-0000-03EB-19C5,君は最終回、初球で勝負を決められるか？ 30 sec &amp;演奏,みっくちゅじゅうちゅ,sb3,Expert,12.61%,21,35,14,111,JP,---,https://supermariomakerbookmark.nintendo.net/courses/492F-0000-03EB-19C5
BEAD-0000-03E2-AD2D,＜グンィテーュシ←＞,T910,sb3,Super Expert,0.87%,29,49,3,343,JP,---,https://supermariomakerbookmark.nintendo.net/courses/BEAD-0000-03E2-AD2D
5058-0000-03D9-7256,JE MA MELIORE 60 st,nathan,sb3,Normal,21.95%,37,63,27,123,BE,---,https://supermariomakerbookmark.nintendo.net/courses/5058-0000-03D9-7256
1BC9-0000-03CB-6BF8,I&#39;m Hype for Smash Bros Ultimate,Zack,sb3,Expert,2.51%,43,78,34,1356,CA,---,https://supermariomakerbookmark.nintendo.net/courses/1BC9-0000-03CB-6BF8
6CB6-0000-03E1-634E,四方八方ノコノコ　4s,ねむねむ,sb3,Super Expert,1.17%,35,63,7,598,JP,---,https://supermariomakerbookmark.nintendo.net/courses/6CB6-0000-03E1-634E
49E2-0000-03E2-42B3,Fragile Pilgrimage Extended 2019,Lucifer™,sb3,Super Expert,1.79%,50,92,44,2457,US,---,https://supermariomakerbookmark.nintendo.net/courses/49E2-0000-03E2-42B3
A2FF-0000-03EC-7B46,Simple but Dangerous !,Newt82 ★2★,sb3,Normal,15.63%,14,22,10,64,US,---,https://supermariomakerbookmark.nintendo.net/courses/A2FF-0000-03EC-7B46
55FF-0000-03E7-FF86,Bowser&#39;s Blizzard(Final Version),Vax,sb3,Super Expert,0.99%,14,24,9,906,US,---,https://supermariomakerbookmark.nintendo.net/courses/55FF-0000-03E7-FF86
2E88-0000-03D6-E519,【とび森】 午前6時　Animal Crossing/Walk,Pinoa,sb3,Easy,80.00%,28,56,52,65,JP,---,https://supermariomakerbookmark.nintendo.net/courses/2E88-0000-03D6-E519
A564-0000-03E8-F8F6,Inhospitable,Groove,sb3,Super Expert,0.34%,17,36,7,2079,CA,---,https://supermariomakerbookmark.nintendo.net/courses/A564-0000-03E8-F8F6
E8CD-0000-03DA-A169,Smb3 the Doorgamecave 1,3DJerome3D,sb3,Easy,36.21%,17,31,21,58,DE,Thumbnail,https://supermariomakerbookmark.nintendo.net/courses/E8CD-0000-03DA-A169
8E4F-0000-03E5-5CC0,The Treacherous Five Doors 12IC,Iceberg M.,sb3,Expert,4.25%,20,40,20,471,US,Theme,https://supermariomakerbookmark.nintendo.net/courses/8E4F-0000-03E5-5CC0
D7F0-0000-03DF-6FC6,♥♡The Diamond Caves♡♥,♪★Luna★♪,sb3,Expert,3.89%,23,47,20,514,US,---,https://supermariomakerbookmark.nintendo.net/courses/D7F0-0000-03DF-6FC6
0232-0000-03C3-1538,Lisn&#39; 2 Spaceship Radio,chess_w_c,sb3,Super Expert,0.46%,55,128,28,6061,US,---,https://supermariomakerbookmark.nintendo.net/courses/0232-0000-03C3-1538
9D25-0000-03D8-33FA,ー,ζ(-1),sb3,Normal,10.93%,35,66,40,366,JP,---,https://supermariomakerbookmark.nintendo.net/courses/9D25-0000-03D8-33FA
75B7-0000-03EB-551B,pa la fresury,miguelgs92,sb3,Normal,11.49%,9,80,71,618,PE,---,https://supermariomakerbookmark.nintendo.net/courses/75B7-0000-03EB-551B
F7D6-0000-03E4-C7C2,♪[Fly Me To The Moon]♪ ∞ Music,Cel,sb3,Easy,92.31%,6,13,12,13,DE,Music,https://supermariomakerbookmark.nintendo.net/courses/F7D6-0000-03E4-C7C2
1B6E-0000-03E4-2196,Bouncy Bonanza,Alex,sb3,Expert,9.62%,6,10,5,52,US,---,https://supermariomakerbookmark.nintendo.net/courses/1B6E-0000-03E4-2196
CDFE-0000-03E1-7F2D,Easy Mario: Kazio Tricks,SUPERMARIO,sb3,Expert,8.75%,6,14,7,80,AU,---,https://supermariomakerbookmark.nintendo.net/courses/CDFE-0000-03E1-7F2D
AC43-0000-03E1-6942,#245 Suicune,Silver,sb3,Super Expert,0.72%,9,16,4,557,DE,---,https://supermariomakerbookmark.nintendo.net/courses/AC43-0000-03E1-6942
202B-0000-03E0-AF03,Casquitos,Morillon71,sb3,Super Expert,0.70%,18,44,17,2416,MX,---,https://supermariomakerbookmark.nintendo.net/courses/202B-0000-03E0-AF03
E394-0000-03E0-3430,[6-2] Bullet Blaster Banzai ●,Bullet,sb3,Expert,7.94%,45,77,25,315,US,---,https://supermariomakerbookmark.nintendo.net/courses/E394-0000-03E0-3430
43F4-0000-03DC-EAC3,Puzzling Good (CARL),jj boy,sb3,Expert,7.19%,12,22,10,139,US,---,https://supermariomakerbookmark.nintendo.net/courses/43F4-0000-03DC-EAC3
FF76-0000-03DB-DBFD,Buzle Puzle,Jhony,sb3,Expert,7.02%,12,20,4,57,US,---,https://supermariomakerbookmark.nintendo.net/courses/FF76-0000-03DB-DBFD
B0FB-0000-03D8-E34D,Ice Meets Fire,Cahlroisse,sb3,Super Expert,1.44%,9,15,8,556,US,Theme,https://supermariomakerbookmark.nintendo.net/courses/B0FB-0000-03D8-E34D
1A8F-0000-03CB-87CD,#CSS 18: A Mario Maker Classic,SI|Markus,sb3,Expert,11.58%,48,86,52,449,CA,---,https://supermariomakerbookmark.nintendo.net/courses/1A8F-0000-03CB-87CD
4CD1-0000-03D4-AA0E,Bouncin&#39; &amp; blastin&#39;,thomas,sb3,Super Expert,2.41%,41,73,40,1658,NL,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/4CD1-0000-03D4-AA0E
1118-0000-03D5-F646,Upside The Downside,Yosef,sb3,Easy,35.83%,29,52,43,120,US,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/1118-0000-03D5-F646
6DC3-0000-03D9-8036,Off The Rails,ReadyNick,sb3,Expert,4.41%,42,75,30,681,GB,Track,https://supermariomakerbookmark.nintendo.net/courses/6DC3-0000-03D9-8036
EEE0-0000-03EA-45AA,W2-2 The Mini Cave [Water BOSS♥],3DJerome3D,sb3,Expert,10.67%,13,22,8,75,DE,Traditional,https://supermariomakerbookmark.nintendo.net/courses/EEE0-0000-03EA-45AA
A684-0000-03E9-78EE,Try Not to Get CP1&#39;d Challenge,Sady,sb3,Super Expert,1.80%,23,54,30,1664,FR,---,https://supermariomakerbookmark.nintendo.net/courses/A684-0000-03E9-78EE
9555-0000-03E9-68FB,Space Skull Rafts ～宇宙のドクロコースター～,ぽぴぺぷ,sb3,Normal,18.12%,20,36,27,149,JP,Traditional,https://supermariomakerbookmark.nintendo.net/courses/9555-0000-03E9-68FB
9547-0000-0380-4DB3,192.MINI GAME ザ・ミギヒダリ(Remake),Mittsun,sb3,Easy,22.19%,40,91,67,302,JP,---,https://supermariomakerbookmark.nintendo.net/courses/9547-0000-0380-4DB3
AE17-0000-03DB-D448,Make Mario Maker Great Again! :D,swivvvv,sb3,Super Expert,2.09%,52,92,12,575,US,Shoot-&#39;em-up,https://supermariomakerbookmark.nintendo.net/courses/AE17-0000-03DB-D448
D210-0000-03E8-FBE1,いつもnobuさんTHX!　これからもよろ♥しくね♪,ゆうくん+,sb3,Normal,29.17%,7,12,7,24,JP,---,https://supermariomakerbookmark.nintendo.net/courses/D210-0000-03E8-FBE1
3FDF-0000-03E6-D754,Bobopolis,Caleb,sb3,Expert,7.07%,7,12,7,99,US,---,https://supermariomakerbookmark.nintendo.net/courses/3FDF-0000-03E6-D754
AED5-0000-03E6-9B7B,Chain Breaker,Jacob,sb3,Easy,51.22%,14,24,21,41,CA,---,https://supermariomakerbookmark.nintendo.net/courses/AED5-0000-03E6-9B7B
8B62-0000-03E3-F7E1,Let&#39;s stay in it&#39;s c0ld outside,Feschw²ddl,sb3,Super Expert,0.66%,7,16,2,303,DE,---,https://supermariomakerbookmark.nintendo.net/courses/8B62-0000-03E3-F7E1
5BAA-0000-03CD-E9FD,30s Speedrun - Sklar,JSklarK,sb3,Super Expert,0.81%,40,86,24,2946,US,---,https://supermariomakerbookmark.nintendo.net/courses/5BAA-0000-03CD-E9FD
F35D-0000-03DE-25AE,Bowser Jr.&#39;s FINALE,Avry,sb3,Easy,31.29%,51,89,46,147,US,---,https://supermariomakerbookmark.nintendo.net/courses/F35D-0000-03DE-25AE
543A-0000-03E8-6D6F,Dry Bones Desert,Renée,sb3,Expert,5.60%,11,25,15,268,US,---,https://supermariomakerbookmark.nintendo.net/courses/543A-0000-03E8-6D6F
DB42-0000-03DF-B1C1,#232 Donphan,Gold,sb3,Expert,2.04%,11,22,10,490,US,---,https://supermariomakerbookmark.nintendo.net/courses/DB42-0000-03DF-B1C1
DE9F-0000-03DA-B87E,A Bleak Fault,RecycleBin,sb3,Super Expert,0.25%,11,20,5,2004,CA,---,https://supermariomakerbookmark.nintendo.net/courses/DE9F-0000-03DA-B87E
